Type,Reference ID,DOI,File
Missed Matches:
missed,b88,10.1080/09298215.2013.788039,ART-HUM_5
missed,b31,10.1121/1.4892767,ART-HUM_5
missed,b43,10.2307/1416710,ART-HUM_5
missed,b73,10.18061/1811/36601,ART-HUM_5
missed,b76,10.1037/h0058652,ART-HUM_5
missed,b47,10.1080/02699930701438145,ART-HUM_5
missed,b25,10.1177/0305735610362821,ART-HUM_5
missed,b87,10.4324/9780203855362,ART-HUM_5
missed,b66,10.1037/a0022573,ART-HUM_5
missed,b55,10.1080/0929821042000317813,ART-HUM_5
missed,b58,10.2307/40285496,ART-HUM_5
missed,b63,10.1177/102986490601000105,ART-HUM_5
missed,b56,10.1111/j.1468-2249.2011.00323.x,ART-HUM_5
missed,b48,10.1037/a0016873,ART-HUM_5
missed,b64,10.1177/0305735607079714,ART-HUM_5
missed,b77,10.1109/taffc.2014.2343222,ART-HUM_5
missed,b11,10.1525/mp.2013.31.1.32,ART-HUM_5
missed,b61,10.1037/a0031388,ART-HUM_5
missed,b39,10.2307/1416007,ART-HUM_5
missed,b38,10.1037/1528-3542.7.2.377,ART-HUM_5
missed,b53,10.2307/40285731,ART-HUM_5
missed,b82,10.1007/bf00992539,ART-HUM_5
missed,b59,10.1038/nn1197,ART-HUM_5
missed,b8,10.1080/02699930500204250,ART-HUM_5
missed,b10,10.1080/02699930126095,ART-HUM_5
missed,b85,10.1525/mp.2004.21.4.561,ART-HUM_5
missed,b71,10.3758/s13428-018-01193-y,ART-HUM_5
missed,b20,10.1371/journal.pone.0018591,ART-HUM_5
missed,b84,10.1080/00049539908255353,ART-HUM_5
missed,b36,10.2307/40286184,ART-HUM_5
missed,b57,10.2307/40285891,ART-HUM_5
missed,b50,10.1525/mp.2002.20.2.151,ART-HUM_5
missed,b78,10.1037/h0077714,ART-HUM_5
missed,b75,10.1111/2041-210x.12166,ART-HUM_5
missed,b22,10.1080/09298215.2011.602195,ART-HUM_5
missed,b37,10.1016/j.ijpsycho.2004.02.002,ART-HUM_5
missed,b16,10.1111/desc.12100,ART-HUM_5
missed,b26,10.1525/mp.2012.30.3.307,ART-HUM_5
missed,b54,10.1037/0033-2909.129.5.770,ART-HUM_5
missed,b90,10.1080/02699930701503567,ART-HUM_5
missed,b91,10.1177/1029864911403367,ART-HUM_5
missed,b51,10.1525/mp.2006.23.4.319,ART-HUM_5
missed,b62,10.1080/09298210500123978,ART-HUM_5
missed,b86,10.3389/fpsyg.2017.01402,ART-HUM_5
missed,b95,10.1111/j.1467-9450.1972.tb00072.x,ART-HUM_5
missed,b46,10.30535/mto.21.1.4,ART-HUM_5
missed,b40,10.1080/17470210902765957,ART-HUM_5
missed,b45,10.2307/1416385,ART-HUM_5
missed,b23,10.3389/fpsyg.2013.00487,ART-HUM_5
missed,b42,10.1037/h0070573,ART-HUM_5
missed,b74,10.3389/fpsyg.2013.00184,ART-HUM_5
missed,b5,10.1111/j.1467-9280.1995.tb00596.x,ART-HUM_5
missed,b29,10.1177/10298649040070s103,ART-HUM_5
missed,b44,10.2307/1415746,ART-HUM_5
missed,b19,10.1016/s0010-0277(00)00136-0,ART-HUM_5
missed,b92,10.1037/h0093496,ART-HUM_5
missed,b72,10.3389/fpsyg.2015.01419,ART-HUM_5
missed,b68,10.1196/annals.1360.047,ART-HUM_5
missed,b67,10.1590/permusi20163305,ART-HUM_5
missed,b79,10.2307/40285907,ART-HUM_5
missed,b93,10.1007/s11031-005-4414-0,ART-HUM_5
missed,b81,10.1016/s0167-6393(02)00084-5,ART-HUM_5
missed,b60,10.1109/tsmcb.2005.862491,ART-HUM_5
missed,b80,10.1016/s0892-1997(05)80231-0,ART-HUM_5
missed,b34,10.1080/02699930302279,ART-HUM_5
missed,b32,10.1177/10298649020050s105,ART-HUM_5
missed,b83,10.1002/1099-0984(200007/08)14:4<325::aid-per380>3.0.co;2-i,ART-HUM_5
missed,b27,10.1016/j.cognition.2009.10.013,ART-HUM_5
missed,b42,10.1017/s0305000998003419,ART-HUM_7
missed,b45,10.3389/fpsyg.2014.01084,ART-HUM_7
missed,b47,10.1007/978-3-322-86349-2,ART-HUM_7
missed,b12,10.1515/ling.1986.24.1.7,ART-HUM_7
missed,b58,10.7551/mitpress/9780262035323.001.0001,ART-HUM_7
missed,b27,10.3726/b11246_47,ART-HUM_7
missed,b39,10.1017/s0305000912000748,ART-HUM_7
missed,b41,10.1007/978-94-007-4960-3,ART-HUM_7
missed,b32,10.1075/cilt.311.11lie,ART-HUM_7
missed,b25,10.1006/brln.2001.2609,ART-HUM_7
missed,b54,10.3758/mc.36.6.1122,ART-HUM_7
missed,b33,10.1075/la.229.17lie,ART-HUM_7
missed,b30,10.1017/s0305000905007130,ART-HUM_7
missed,b11,10.1016/0010-0277(82)90027-0,ART-HUM_7
missed,b56,10.1177/0142723711409976,ART-HUM_7
missed,b55,10.3726/b11246_73,ART-HUM_7
missed,b23,10.1075/cilt.311.17gae,ART-HUM_7
missed,b18,10.1163/9780080548692_009,ART-HUM_7
missed,b31,10.1017/s0305000998003407,ART-HUM_7
missed,b43,10.1075/tilar.6.05rav,ART-HUM_7
missed,b14,10.1159/000021479,ART-HUM_7
missed,b40,10.1553/0x00237d8b,ART-HUM_7
missed,b4,10.1075/tilar.3.05ber,ART-HUM_7
missed,b8,10.1007/s11525-009-9127-8,ART-HUM_7
missed,b29,10.1075/lald.61.04kaz,ART-HUM_7
missed,b21,10.1515/psicl-2014-0008,ART-HUM_7
missed,b37,10.1075/ml.4.2.05nag,ART-HUM_7
missed,b10,10.1017/s0033822200044118,ART-HUM_8
missed,b21,10.1017/cbo9781139170697,ART-HUM_8
missed,b46,10.2458/azu_js_rc.55.16947,ART-HUM_8
missed,b42,10.1006/jasc.2001.0698,ART-HUM_8
missed,b24,10.1017/rdc.2017.52,ART-HUM_8
missed,b57,10.1017/s0033822200013874,ART-HUM_8
missed,b34,10.1111/j.1502-3885.1972.tb00147.x,ART-HUM_8
missed,b36,10.1016/0033-5894(75)90028-9,ART-HUM_8
missed,b39,10.1016/j.jas.2013.08.022,ART-HUM_8
missed,b16,10.1371/journal.pbio.2003703,ART-HUM_8
missed,b64,10.1006/jasc.1998.0385,ART-HUM_8
missed,b12,10.1016/0016-7037(78)90199-0,ART-HUM_8
missed,b63,10.1080/00293652.2013.839575,ART-HUM_8
missed,b70,10.1007/978-94-011-7846-4,ART-HUM_8
missed,b52,10.1016/0016-7037(84)90091-7,ART-HUM_8
missed,b19,10.1163/9789004252554,ART-HUM_8
missed,b47,10.1002/oa.654,ART-HUM_8
missed,b5,10.1080/08003831.2016.1154676,ART-HUM_8
missed,b40,10.1002/rcm.6682,ART-HUM_8
missed,b35,10.1016/j.quascirev.2006.03.010,ART-HUM_8
missed,b0,10.1016/0305-4403(90)90007-r,ART-HUM_8
missed,b37,10.1016/0016-7037(84)90204-7,ART-HUM_8
missed,b23,10.1016/b978-0-444-41780-0.50017-1,ART-HUM_8
missed,b43,10.1006/jasc.1998.0383,ART-HUM_8
missed,b51,10.15184/aqy.2018.20,ART-HUM_8
missed,b41,10.1007/s12520-009-0003-6,ART-HUM_8
missed,b65,10.1002/rcm.6447,ART-HUM_8
missed,b2,10.1007/s12520-017-0518-1,ART-HUM_8
missed,b69,10.1111/j.1468-3083.2009.03426.x,ART-HUM_8
missed,b25,10.1017/cbo9780511802676,ART-HUM_8
missed,b7,10.1080/08003831.2013.847676,ART-HUM_8
missed,b4,10.1016/s0048-9697(01)00842-7,ART-HUM_8
missed,b50,10.1016/j.jaa.2015.05.003,ART-HUM_8
missed,b3,10.1016/j.jas.2011.02.017,ART-HUM_8
missed,b1,10.1007/978-3-662-02894-0_1,ART-HUM_8
missed,b13,10.1017/rdc.2018.78,ART-HUM_8
missed,b26,10.7557/2.36.1.3767,ART-HUM_8
missed,b11,10.1038/317806a0,ART-HUM_8
missed,b4,10.1016/s0735-1097(87)80194-8,BIO-GEN-MOL_10
missed,b31,10.1016/0167-4838(83)90386-2,BIO-GEN-MOL_10
missed,b8,10.1146/annurev.bi.57.070188.004411,BIO-GEN-MOL_10
missed,b5,10.1016/0735-1097(94)00360-3,BIO-GEN-MOL_10
missed,b23,10.1016/s0021-9258(18)68735-6,BIO-GEN-MOL_10
missed,b11,10.1016/0003-9861(64)90235-8,BIO-GEN-MOL_10
missed,b72,10.1161/01.str.0000170711.43405.81,BIO-GEN-MOL_10
missed,b60,10.1111/joim.12138,BIO-GEN-MOL_10
missed,b7,10.1038/216857a0,BIO-GEN-MOL_10
missed,b12,10.1074/jbc.270.24.14477,BIO-GEN-MOL_10
missed,b53,10.1074/jbc.m303241200,BIO-GEN-MOL_10
missed,b19,10.1016/s0021-9258(18)98419-x,BIO-GEN-MOL_10
missed,b40,10.1016/s0169-409x(03)00113-3,BIO-GEN-MOL_10
missed,b1,10.1016/s0021-9258(19)57350-1,BIO-GEN-MOL_10
missed,b58,10.1271/bbb.60279,BIO-GEN-MOL_10
missed,b50,10.1016/s0049-3848(00)00204-8,BIO-GEN-MOL_10
missed,b24,10.1016/s0021-9258(18)94073-1,BIO-GEN-MOL_10
missed,b54,10.1111/j.1538-7836.2005.01480.x,BIO-GEN-MOL_10
missed,b44,10.1073/pnas.1314905110,BIO-GEN-MOL_11
missed,b70,10.1016/j.ceb.2019.02.003,BIO-GEN-MOL_11
missed,b29,10.1073/pnas.1805943115,BIO-GEN-MOL_11
missed,b51,10.1016/0022-2836(90)90195-r,BIO-GEN-MOL_11
missed,b87,10.3934/biophy.2015.4.613,BIO-GEN-MOL_11
missed,b26,10.1021/bi00597a006,BIO-GEN-MOL_11
missed,b62,10.1021/ja971047w,BIO-GEN-MOL_11
missed,b31,10.1016/s1047-8477(03)00102-3,BIO-GEN-MOL_11
missed,b18,10.1073/pnas.0601212103,BIO-GEN-MOL_11
missed,b69,10.1016/j.bpj.2016.11.017,BIO-GEN-MOL_11
missed,b53,10.1016/0022-2836(86)90335-9,BIO-GEN-MOL_11
missed,b86,10.1093/nar/gky670,BIO-GEN-MOL_11
missed,b16,10.1016/j.jsb.2011.11.020,BIO-GEN-MOL_11
missed,b37,10.1016/s0022-2836(03)00838-6,BIO-GEN-MOL_11
missed,b5,10.1016/0092-8674(85)90025-x,BIO-GEN-MOL_11
missed,b88,10.1242/jcs.107.11.2983,BIO-GEN-MOL_11
missed,b42,10.1016/j.jmb.2010.08.039,BIO-GEN-MOL_11
missed,b40,10.1016/s0022-2836(02)00386-8,BIO-GEN-MOL_11
missed,b71,10.15252/embr.201540749,BIO-GEN-MOL_11
missed,b52,10.1007/s00285-012-0621-y,BIO-GEN-MOL_11
missed,b7,10.1016/0022-2836(86)90012-4,BIO-GEN-MOL_11
missed,b47,10.1016/j.bpj.2018.04.034,BIO-GEN-MOL_11
missed,b4,10.1073/pnas.73.6.1897,BIO-GEN-MOL_11
missed,b45,10.1016/j.molcel.2015.06.025,BIO-GEN-MOL_11
missed,b48,10.1038/s41594-018-0110-0,BIO-GEN-MOL_11
missed,b19,10.1073/pnas.0802336105,BIO-GEN-MOL_11
missed,b14,10.1016/s0006-3495(91)82276-7,BIO-GEN-MOL_11
missed,b50,10.1093/nar/gkr573,BIO-GEN-MOL_11
missed,b43,10.1073/pnas.1000309107,BIO-GEN-MOL_11
missed,b61,10.1073/pnas.93.9.4261,BIO-GEN-MOL_11
missed,b34,10.1371/journal.pcbi.1000175,BIO-GEN-MOL_11
missed,b82,10.1021/bi973117h,BIO-GEN-MOL_11
missed,b74,10.1002/j.1460-2075.1991.tb07720.x,BIO-GEN-MOL_11
missed,b10,10.1073/pnas.1108268108,BIO-GEN-MOL_11
missed,b9,10.1038/nature03686,BIO-GEN-MOL_11
missed,b2,10.1016/s0006-3495(86)83637-2,BIO-GEN-MOL_11
missed,b64,10.1006/jsbi.2001.4365,BIO-GEN-MOL_11
missed,b55,10.1093/nar/gkn440,BIO-GEN-MOL_11
missed,b3,10.1002/1873-3468.12128,BIO-GEN-MOL_11
missed,b80,10.1093/nar/gkq1174,BIO-GEN-MOL_11
missed,b46,10.1016/j.jmb.2016.08.016,BIO-GEN-MOL_11
missed,b73,10.1016/j.micron.2011.05.002,BIO-GEN-MOL_11
missed,b8,10.1021/bi00359a052,BIO-GEN-MOL_11
missed,b30,10.1093/emboj/18.23.6610,BIO-GEN-MOL_11
missed,b17,10.1073/pnas.211322798,BIO-GEN-MOL_11
missed,b11,10.1126/science.1251413,BIO-GEN-MOL_11
missed,b32,10.1016/j.bpj.2015.04.015,BIO-GEN-MOL_11
missed,b79,10.1038/srep03510,BIO-GEN-MOL_11
missed,b77,10.1016/j.molcel.2016.06.023,BIO-GEN-MOL_11
missed,b72,10.1073/pnas.0810057105,BIO-GEN-MOL_11
missed,b65,10.1073/pnas.2035257100,BIO-GEN-MOL_12
missed,b58,10.1073/pnas.0501605102,BIO-GEN-MOL_12
missed,b22,10.1111/mmi.12774,BIO-GEN-MOL_12
missed,b59,10.1016/j.chembiol.2011.06.004,BIO-GEN-MOL_12
missed,b39,10.1107/s0907444906022116,BIO-GEN-MOL_12
missed,b41,10.1107/s0021889807021206,BIO-GEN-MOL_12
missed,b46,10.1002/jcc.20084,BIO-GEN-MOL_12
missed,b28,10.1093/nar/gku316,BIO-GEN-MOL_12
missed,b60,10.1371/journal.ppat.1000662,BIO-GEN-MOL_12
missed,b34,10.1016/s0076-6879(97)76066-x,BIO-GEN-MOL_12
missed,b52,10.1016/s0968-0004(97)01148-1,BIO-GEN-MOL_12
missed,b21,10.1016/j.jmb.2008.12.062,BIO-GEN-MOL_12
missed,b43,10.1107/s0907444912001308,BIO-GEN-MOL_12
missed,b51,10.1002/j.1460-2075.1990.tb08287.x,BIO-GEN-MOL_12
missed,b42,10.1107/s0907444909052925,BIO-GEN-MOL_12
missed,b47,10.1074/jbc.m112.439901,BIO-GEN-MOL_12
missed,b4,10.1128/jb.01767-07,BIO-GEN-MOL_12
missed,b13,10.1128/jb.00459-10,BIO-GEN-MOL_12
missed,b18,10.1128/jb.187.8.2793-2800.2005,BIO-GEN-MOL_12
missed,b63,10.1021/bi00436a049,BIO-GEN-MOL_12
missed,b6,10.1074/jbc.m111.313643,BIO-GEN-MOL_12
missed,b19,10.1371/journal.ppat.1004679,BIO-GEN-MOL_12
missed,b66,10.1016/j.cbpa.2012.02.009,BIO-GEN-MOL_12
missed,b38,10.1107/s090744490903947x,BIO-GEN-MOL_12
missed,b32,10.1006/jmbi.1993.1012,BIO-GEN-MOL_12
missed,b64,10.1016/s0021-9258(18)41977-1,BIO-GEN-MOL_12
missed,b27,10.1038/msb.2011.75,BIO-GEN-MOL_12
missed,b35,10.1107/s0907444902011678,BIO-GEN-MOL_12
missed,b20,10.1093/nar/gkw1107,BIO-GEN-MOL_12
missed,b36,10.1107/s0907444910045749,BIO-GEN-MOL_12
missed,b24,10.1038/nature12337,BIO-GEN-MOL_12
missed,b55,10.1108/whatt-10-2017-0068,BUS-MAN-ACC_13
missed,b53,10.1037/0021-9010.88.5.879,BUS-MAN-ACC_13
missed,b65,10.1108/jgm-07-2017-0026,BUS-MAN-ACC_13
missed,b23,10.1108/ijchm-12-2013-0538,BUS-MAN-ACC_13
missed,b4,10.1108/17554211211217325,BUS-MAN-ACC_13
missed,b25,10.1108/ijchm-04-2016-0219,BUS-MAN-ACC_13
missed,b56,10.1016/j.jwb.2013.11.012,BUS-MAN-ACC_13
missed,b31,10.1016/j.jwb.2009.09.012,BUS-MAN-ACC_13
missed,b1,10.1108/09596110810897583,BUS-MAN-ACC_13
missed,b62,10.1108/00197851111145853,BUS-MAN-ACC_13
missed,b22,10.1108/whatt-11-2017-0073,BUS-MAN-ACC_13
missed,b40,10.1108/17554211311314100,BUS-MAN-ACC_13
missed,b49,10.1016/j.hrmr.2013.05.003,BUS-MAN-ACC_13
missed,b29,10.1002/hrm.21473,BUS-MAN-ACC_13
missed,b2,10.1375/jhtm.13.2.124,BUS-MAN-ACC_13
missed,b6,10.1002/hrm.21525,BUS-MAN-ACC_13
missed,b27,10.1016/j.hrmr.2013.05.001,BUS-MAN-ACC_13
missed,b42,10.1108/er-01-2016-0005,BUS-MAN-ACC_13
missed,b10,10.1191/1478088706qp063oa,BUS-MAN-ACC_13
missed,b21,10.1108/whatt-10-2017-0070,BUS-MAN-ACC_13
missed,b9,10.1002/hrm.20054,BUS-MAN-ACC_13
missed,b67,10.1108/pr-10-2013-0190,BUS-MAN-ACC_13
missed,b20,10.1108/00197851211268027,BUS-MAN-ACC_13
missed,b37,10.1080/15332845.2012.648897,BUS-MAN-ACC_13
missed,b66,10.1016/j.hrmr.2013.05.004,BUS-MAN-ACC_13
missed,b34,10.1016/j.hrmr.2013.05.002,BUS-MAN-ACC_13
missed,b50,10.1016/j.jwb.2013.11.002,BUS-MAN-ACC_13
missed,b5,10.1108/ijchm-05-2012-0065,BUS-MAN-ACC_13
missed,b16,10.1016/j.jwb.2013.11.009,BUS-MAN-ACC_13
missed,b45,10.1016/j.hrmr.2006.03.001,BUS-MAN-ACC_13
missed,b19,10.1016/j.jwb.2013.11.006,BUS-MAN-ACC_13
missed,b36,10.1080/0958519042000238392,BUS-MAN-ACC_13
missed,b33,10.1111/peps.12225,BUS-MAN-ACC_13
missed,b57,10.1108/whatt-10-2017-0062,BUS-MAN-ACC_13
missed,b30,10.1177/239700221302700306,BUS-MAN-ACC_13
missed,b7,10.1111/j.1748-8583.2007.00048.x,BUS-MAN-ACC_13
missed,b43,10.1108/joepp-03-2017-0023,BUS-MAN-ACC_13
missed,b41,10.1111/j.1744-7941.2012.00036.x,BUS-MAN-ACC_13
missed,b39,10.1080/13678861003703666,BUS-MAN-ACC_13
missed,b54,10.1108/whatt-10-2017-0066,BUS-MAN-ACC_13
missed,b28,10.1108/00483480810839987,BUS-MAN-ACC_13
missed,b59,10.1016/j.jwb.2013.11.011,BUS-MAN-ACC_13
missed,b17,10.1016/j.hrmr.2009.04.001,BUS-MAN-ACC_13
missed,b64,10.1080/09585192.2013.777542,BUS-MAN-ACC_13
missed,b26,10.1016/j.hrmr.2013.08.006,BUS-MAN-ACC_13
missed,b32,10.1080/09585192.2013.777538,BUS-MAN-ACC_13
missed,b0,10.1108/joepp-05-2017-0047,BUS-MAN-ACC_13
missed,b48,10.1016/j.jwb.2013.11.003,BUS-MAN-ACC_13
missed,b71,10.1080/19368623.2011.536074,BUS-MAN-ACC_13
missed,b46,10.1504/ejim.2017.081253,BUS-MAN-ACC_13
missed,b60,10.1016/j.hrmr.2015.04.002,BUS-MAN-ACC_13
missed,b59,10.1037/0021-9010.88.5.879,BUS-MAN-ACC_14
missed,b39,10.1177/0149206308330557,BUS-MAN-ACC_14
missed,b5,10.1177/0018726716636945,BUS-MAN-ACC_14
missed,b78,10.2307/256902,BUS-MAN-ACC_14
missed,b45,10.1080/1359432x.2014.992421,BUS-MAN-ACC_14
missed,b13,10.1177/0149206305279602,BUS-MAN-ACC_14
missed,b4,10.1016/j.leaqua.2006.02.004,BUS-MAN-ACC_14
missed,b21,10.1002/hrm.20404,BUS-MAN-ACC_14
missed,b72,10.1037/0021-9010.88.3.432,BUS-MAN-ACC_14
missed,b74,10.1037/apl0000034,BUS-MAN-ACC_14
missed,b53,10.1111/ijmr.12045,BUS-MAN-ACC_14
missed,b22,10.1037/0022-3514.35.2.108,BUS-MAN-ACC_14
missed,b1,10.1177/1094428105278021,BUS-MAN-ACC_14
missed,b34,10.1016/0030-5073(78)90023-5,BUS-MAN-ACC_14
missed,b50,10.1080/1359432x.2014.960401,BUS-MAN-ACC_14
missed,b69,10.1177/1059601195201003,BUS-MAN-ACC_14
missed,b81,10.1037/0021-9010.87.3.590,BUS-MAN-ACC_14
missed,b57,10.1111/1467-8551.12146,BUS-MAN-ACC_14
missed,b49,10.4324/9781315648194,BUS-MAN-ACC_14
missed,b26,10.1177/1059601112463960,BUS-MAN-ACC_14
missed,b55,10.1177/10496402033003004,BUS-MAN-ACC_14
missed,b12,10.1177/1059601111414561,BUS-MAN-ACC_14
missed,b52,10.1002/(sici)1099-1379(199803)19:2<131::aid-job878>3.0.co;2-p,BUS-MAN-ACC_14
missed,b48,10.4337/9781784711740,BUS-MAN-ACC_14
missed,b15,10.1016/0030-5073(75)90005-7,BUS-MAN-ACC_14
missed,b16,10.5465/amj.2007.26279183,BUS-MAN-ACC_14
missed,b0,10.1177/0149206314558302,BUS-MAN-ACC_14
missed,b11,10.1006/jvbe.2001.1791,BUS-MAN-ACC_14
missed,b54,10.2307/1556416,BUS-MAN-ACC_14
missed,b73,10.1111/j.1744-6570.1997.tb00707.x,BUS-MAN-ACC_14
missed,b68,10.1016/s1048-9843(99)80009-5,BUS-MAN-ACC_14
missed,b25,10.1177/0149206311434533,BUS-MAN-ACC_14
missed,b79,10.1016/s0001-8791(03)00029-0,BUS-MAN-ACC_14
missed,b80,10.1016/j.leaqua.2012.06.004,BUS-MAN-ACC_14
missed,b2,10.1080/13594320244000201,BUS-MAN-ACC_14
missed,b20,10.1111/j.1744-6570.2004.tb02484.x,BUS-MAN-ACC_14
missed,b66,10.1037/0021-9010.69.3.428,BUS-MAN-ACC_14
missed,b84,10.1177/1094428108327450,BUS-MAN-ACC_14
missed,b8,10.1037/a0031757,BUS-MAN-ACC_14
missed,b62,10.1016/j.jvb.2004.06.001,BUS-MAN-ACC_14
missed,b23,10.4135/9781452225777,BUS-MAN-ACC_14
missed,b83,10.1080/09585190701394150,BUS-MAN-ACC_14
missed,b76,10.1177/0149206306294258,BUS-MAN-ACC_14
missed,b58,10.1177/0899764012451368,BUS-MAN-ACC_14
missed,b63,10.1016/s1475-9144(07)06017-1,BUS-MAN-ACC_14
missed,b27,10.1037/0021-9010.82.6.827,BUS-MAN-ACC_14
missed,b82,10.1037/a0028021,BUS-MAN-ACC_14
missed,b10,10.1007/s10869-010-9181-6,BUS-MAN-ACC_14
missed,b18,10.1037/a0020929,BUS-MAN-ACC_14
missed,b43,10.1007/s10490-015-9421-4,BUS-MAN-ACC_14
missed,b14,10.5840/beq200919211,BUS-MAN-ACC_14
missed,b42,10.1037/0021-9010.90.2.242,BUS-MAN-ACC_14
missed,b19,10.2307/30040625,BUS-MAN-ACC_14
missed,b71,10.1177/1094428109351241,BUS-MAN-ACC_14
missed,b31,10.1002/hrm.20406,BUS-MAN-ACC_14
missed,b47,10.1108/s1534-0856(2010)0000013015,BUS-MAN-ACC_14
missed,b56,10.1108/pr-05-2013-0073,BUS-MAN-ACC_14
missed,b64,10.1016/j.obhdp.2013.10.011,BUS-MAN-ACC_14
missed,b38,10.1007/978-1-4613-3087-5_2,BUS-MAN-ACC_14
missed,b32,10.1348/096317999166554,BUS-MAN-ACC_14
missed,b6,10.1037/0021-9010.89.4.633,BUS-MAN-ACC_14
missed,b65,10.2307/2392563,BUS-MAN-ACC_14
missed,b35,10.1002/job.518,BUS-MAN-ACC_14
missed,b30,10.1016/j.leaqua.2009.03.006,BUS-MAN-ACC_14
missed,b46,10.5465/1556364,BUS-MAN-ACC_14
missed,b60,10.3102/10769986031004437,BUS-MAN-ACC_14
missed,b77,10.1207/s15327957pspr0704_07,BUS-MAN-ACC_14
missed,b33,10.1177/0149206307309265,BUS-MAN-ACC_14
missed,b17,10.1287/orsc.1080.0405,BUS-MAN-ACC_14
missed,b37,10.1177/0149206307307635,BUS-MAN-ACC_14
missed,b7,10.1037/0021-9010.86.3.425,BUS-MAN-ACC_14
missed,b51,10.1037/a0020744,BUS-MAN-ACC_14
missed,b36,10.1080/09585190903363748,BUS-MAN-ACC_14
missed,b44,10.1002/job.1899,BUS-MAN-ACC_14
missed,b40,10.1177/1046496413498119,BUS-MAN-ACC_14
missed,b53,10.1016/j.jbusres.2015.06.004,BUS-MAN-ACC_15
missed,b4,10.1348/014466601164939,BUS-MAN-ACC_15
missed,b83,10.1080/10864415.2003.11044275,BUS-MAN-ACC_15
missed,b41,10.1057/jit.2016.1,BUS-MAN-ACC_15
missed,b32,10.1111/etap.12118,BUS-MAN-ACC_15
missed,b51,10.1108/17468800710824509,BUS-MAN-ACC_15
missed,b93,10.1108/bjm-01-2016-0013,BUS-MAN-ACC_15
missed,b28,10.1016/j.chb.2017.07.011,BUS-MAN-ACC_15
missed,b11,10.1016/j.jbusvent.2013.07.003,BUS-MAN-ACC_15
missed,b82,10.1108/09564231111155079,BUS-MAN-ACC_15
missed,b75,10.1111/etap.12269,BUS-MAN-ACC_15
missed,b23,10.1016/j.tourman.2010.04.007,BUS-MAN-ACC_15
missed,b67,10.1080/08985626.2014.922623,BUS-MAN-ACC_15
missed,b64,10.1108/imds-07-2015-0312,BUS-MAN-ACC_15
missed,b50,10.1145/2530540,BUS-MAN-ACC_15
missed,b63,10.1111/etap.12263,BUS-MAN-ACC_15
missed,b87,10.1016/j.elerap.2016.01.006,BUS-MAN-ACC_15
missed,b7,10.1016/j.chb.2010.06.006,BUS-MAN-ACC_15
missed,b43,10.1177/002224378101800313,BUS-MAN-ACC_15
missed,b101,10.1016/j.tele.2016.06.006,BUS-MAN-ACC_15
missed,b30,10.1111/etap.12139,BUS-MAN-ACC_15
missed,b66,10.1108/14684520911001873,BUS-MAN-ACC_15
missed,b18,10.1016/j.jsis.2017.02.002,BUS-MAN-ACC_15
missed,b16,10.1177/0049124192021002001,BUS-MAN-ACC_15
missed,b95,10.1111/etap.12272,BUS-MAN-ACC_15
missed,b49,10.1108/10662240410542634,BUS-MAN-ACC_15
missed,b4,10.1016/j.indmarman.2004.07.002,BUS-MAN-ACC_16
missed,b66,10.1080/10864415.2003.11044275,BUS-MAN-ACC_16
missed,b37,10.1016/j.jbusres.2016.08.026,BUS-MAN-ACC_16
missed,b21,10.1016/j.dss.2009.02.008,BUS-MAN-ACC_16
missed,b23,10.1177/1094670509338618,BUS-MAN-ACC_16
missed,b57,10.1086/426615,BUS-MAN-ACC_16
missed,b69,10.1080/0965254x.2015.1095226,BUS-MAN-ACC_16
missed,b22,10.1509/jmkg.65.4.33.18386,BUS-MAN-ACC_16
missed,b75,10.5465/amr.1994.9410122009,BUS-MAN-ACC_16
missed,b17,10.1080/13527260701535236,BUS-MAN-ACC_16
missed,b36,10.1509/jmkg.2005.69.4.210,BUS-MAN-ACC_16
missed,b49,10.1108/03090560710773345,BUS-MAN-ACC_16
missed,b67,10.1002/per.474,BUS-MAN-ACC_16
missed,b44,10.1177/002224377301000101,BUS-MAN-ACC_16
missed,b84,10.1108/10662241211214566,BUS-MAN-ACC_16
missed,b63,10.1509/jmkg.70.4.136,BUS-MAN-ACC_16
missed,b20,10.1111/j.1467-8551.2006.00499.x,BUS-MAN-ACC_16
missed,b82,10.1002/mar.20373,BUS-MAN-ACC_16
missed,b58,10.1177/002224299405800302,BUS-MAN-ACC_16
missed,b30,10.1021/jo300569c,CHE-ENG_18
missed,b23,10.1002/adma.200803276,CHE-ENG_18
missed,b33,10.1002/anie.200502095,CHE-ENG_18
missed,b20,10.1021/jacs.8b00122,CHE-ENG_18
missed,b35,10.1002/anie.201207123,CHE-ENG_18
missed,b21,10.1039/c8cc05590d,CHE-ENG_18
missed,b36,10.1021/ma402355v,CHE-ENG_18
missed,b32,10.1016/j.cbpa.2014.03.002,CHE-ENG_18
missed,b6,10.1021/ja201873d,CHE-ENG_18
missed,b8,10.1021/jacs.6b10836,CHE-ENG_18
missed,b26,10.1039/c6py01849a,CHE-ENG_18
missed,b12,10.1016/s0040-4039(00)80328-7,CHE-ENG_18
missed,b49,10.1039/c4cy01290a,CHE-ENG_18
missed,b2,10.1021/ja00163a052,CHE-ENG_18
missed,b29,10.1002/(sici)1521-3773(20000417)39:8<1352::aid-anie1352>3.0.co;2-j,CHE-ENG_18
missed,b43,10.1002/cctc.201701919,CHE-ENG_18
missed,b45,10.1021/jacs.8b11860,CHE-ENG_18
